row_no,sent_id,sentence,STARK Number of nodes,SyntComplex # tokens,nodes match?,STARK MDD,SyntComplex MDD raw,SyntComplex MDD rounded like STARK,MDD match?,STARK NDD,SyntComplex NDD raw,SyntComplex NDD rounded like STARK,NDD match?,STARK Max depth,SyntComplex MAXIMUM_TREE_DEPTH,Max depth match?,STARK N clauses,SyntComplex # clauses,N clauses match?,STARK N T-units,SyntComplex # T-units,N T-units match?,STARK Clauses/T-unit,SyntComplex Clauses/T-unit raw,SyntComplex Clauses/T-unit rounded like STARK,Clauses/T-unit match?,STARK example,STARK tree,mismatch note
269,ssj504.2675.9554,"Prometni koledar, tista analiza, ki sledi trendom v cestnem prometu, je pravilno napovedal, da je bil minuli konec tedna eden prometno najbolj obremenjenih vikendov na evropskih cestah.",32,32,yes,3.58,3.576923076923077,3.58,yes,1.74,1.7408396749988575,1.74,yes,7,7,yes,3.00,3,yes,1.00,1,yes,3.00,3.0,3.00,yes,"A[Prometni] B[koledar]C[,] D[tista] E[analiza]F[,] G[ki] H[sledi] I[trendom] J[v] K[cestnem] L[prometu]M[,] N[je] O[pravilno] P[napovedal]Q[,] R[da] S[je] T[bil] U[minuli] V[konec] W[tedna] X[eden] Y[prometno] Z[najbolj] A[obremenjenih] B[vikendov] C[na] D[evropskih] E[cestah]F[.] ","(Prometni <amod koledar >appos (, <punct tista <det analiza >acl (, <punct ki <mark sledi >obj (trendom >nmod (v <case cestnem <amod prometu)) >punct ,))) <nsubj je <aux pravilno <advmod napovedal >ccomp (, <punct da <mark je <aux bil <cop (minuli <amod konec >nmod tedna) <nsubj eden <nummod ((prometno <advmod najbolj) <advmod obremenjenih) <amod vikendov >nmod (na <case evropskih <amod cestah)) >punct .",
270,ssj504.2675.9555,"Marsikje, še posebno v deželah zahodne Evrope, so se pričele počitnice in karavane motornih vozil so se valile proti letoviščem, zlasti ob morju.",27,27,yes,2.95,2.9545454545454546,2.95,yes,1.70,1.7046297350358368,1.70,yes,5,5,yes,2.00,2,yes,2.00,2,yes,1.00,1.0,1.00,yes,"A[Marsikje]B[,] C[še] D[posebno] E[v] F[deželah] G[zahodne] H[Evrope]I[,] J[so] K[se] L[pričele] M[počitnice] N[in] O[karavane] P[motornih] Q[vozil] R[so] S[se] T[valile] U[proti] V[letoviščem]W[,] X[zlasti] Y[ob] Z[morju]A[.] ","(Marsikje >appos (, <punct (še >fixed posebno) <advmod v <case deželah >nmod (zahodne <amod Evrope) >punct ,)) <advmod so <aux se <expl pričele >nsubj počitnice >conj (in <cc (karavane >nmod (motornih <amod vozil)) <nsubj so <aux se <expl valile >obl (proti <case letoviščem) >obl (, <punct zlasti <advmod ob <case morju)) >punct .",
271,ssj504.2675.9556,"Začuda od nikoder iz Evrope niso poročali o zelo hudih prometnih nesrečah, verižnih trčenjih z nekaj smrtnimi žrtvami in podobnih katastrofah, pa tudi v Sloveniji se je ob koncu tedna zgodila ""le"" ena prometna nesreča, v kateri je ugasnilo človeško življenje.",47,47,yes,3.38,3.375,3.38,yes,1.60,1.6009994772601317,1.60,yes,6,6,yes,3.00,3,yes,2.00,2,yes,1.50,1.5,1.50,yes,"A[Začuda] B[od] C[nikoder] D[iz] E[Evrope] F[niso] G[poročali] H[o] I[zelo] J[hudih] K[prometnih] L[nesrečah]M[,] N[verižnih] O[trčenjih] P[z] Q[nekaj] R[smrtnimi] S[žrtvami] T[in] U[podobnih] V[katastrofah]W[,] X[pa] Y[tudi] Z[v] A[Sloveniji] B[se] C[je] D[ob] E[koncu] F[tedna] G[zgodila] H[""]I[le]J[""] K[ena] L[prometna] M[nesreča]N[,] O[v] P[kateri] Q[je] R[ugasnilo] S[človeško] T[življenje]U[.] ","Začuda <advmod (od <case nikoder >nmod (iz <case Evrope)) <advmod niso <aux poročali >obl (o <case (zelo <advmod hudih) <amod prometnih <amod nesrečah >conj (, <punct verižnih <amod trčenjih >nmod (z <case nekaj <det smrtnimi <amod žrtvami)) >conj (in <cc podobnih <amod katastrofah)) >parataxis (, <punct pa <advmod (tudi <advmod v <case Sloveniji) <obl se <expl je <aux (ob <case koncu >nmod tedna) <obl zgodila >nsubj ((("" <punct le >punct "") <advmod ena) <nummod prometna <amod nesreča >acl (, <punct (v <case kateri) <obl je <aux ugasnilo >nsubj (človeško <amod življenje)))) >punct .",
272,ssj504.2676.9557,"Domžale: Klešnik 7, Auguštin 7,5, Hribar 7,5, Šalja 8, Mrak 7 (Žinič -), Cvijanović 7 (Brkić 7,5), Sulejmani 7,5 (Vončina -), Kušar 7, Birjukov 7, Kostić 7, Stefanović 7,5.",47,47,yes,11.73,11.73076923076923,11.73,yes,0.83,0.8331669695751885,0.83,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[Domžale]B[:] C[Klešnik] D[7]E[,] F[Auguštin] G[7,5]H[,] I[Hribar] J[7,5]K[,] L[Šalja] M[8]N[,] O[Mrak] P[7] Q[(]R[Žinič] S[-]T[)]U[,] V[Cvijanović] W[7] X[(]Y[Brkić] Z[7,5]A[)]B[,] C[Sulejmani] D[7,5] E[(]F[Vončina] G[-]H[)]I[,] J[Kušar] K[7]L[,] M[Birjukov] N[7]O[,] P[Kostić] Q[7]R[,] S[Stefanović] T[7,5]U[.] ","Domžale >appos (: <punct Klešnik >nummod 7 >list (, <punct Auguštin >nummod 7,5) >list (, <punct Hribar >nummod 7,5) >list (, <punct Šalja >nummod 8) >list (, <punct Mrak >nummod 7) >list (( <punct Žinič >punct - >punct )) >list (, <punct Cvijanović >nummod 7) >list (( <punct Brkić >nummod 7,5 >punct )) >list (, <punct Sulejmani >nummod 7,5) >list (( <punct Vončina >punct - >punct )) >list (, <punct Kušar >nummod 7) >list (, <punct Birjukov >nummod 7) >list (, <punct Kostić >nummod 7) >list (, <punct Stefanović >nummod 7,5)) >punct .",
273,ssj504.2677.9558,Na podoben način lahko sodelujejo podjetja; na podlagi izpolnjenega zahtevka za iskanje kandidatov skušamo najti zanje najprimernejše delavce.,20,20,yes,2.24,2.235294117647059,2.24,yes,1.42,1.4169528125749884,1.42,yes,7,7,yes,3.00,3,yes,2.00,2,yes,1.50,1.5,1.50,yes,A[Na] B[podoben] C[način] D[lahko] E[sodelujejo] F[podjetja]G[;] H[na] I[podlagi] J[izpolnjenega] K[zahtevka] L[za] M[iskanje] N[kandidatov] O[skušamo] P[najti] Q[zanje] R[najprimernejše] S[delavce]T[.] ,(Na <case podoben <amod način) <obl lahko <advmod sodelujejo >nsubj podjetja >parataxis (; <punct skušamo >xcomp ((na <case podlagi >nmod (izpolnjenega <amod zahtevka >nmod (za <case iskanje >nmod kandidatov))) <obl najti >obl zanje >obj (najprimernejše <amod delavce))) >punct .,
274,ssj504.2678.9559,Krizni štab ima dobro osnovo za delo.,8,8,yes,1.33,1.3333333333333333,1.33,yes,1.16,1.1575038064963012,1.16,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Krizni] B[štab] C[ima] D[dobro] E[osnovo] F[za] G[delo]H[.] ,(Krizni <amod štab) <nsubj ima >obj (dobro <amod osnovo >nmod (za <case delo)) >punct .,
275,ssj504.2678.9560,"Imamo že izdelan projekt Maribor jutri, ki je bil zelo drago plačan, ampak s pravim kriznim štabom, ki bi deloval na nivoju mesta, bi se ga dalo uresničiti!",33,33,yes,3.81,3.814814814814815,3.81,yes,0.31,0.3090263107768579,0.31,yes,9,9,yes,5.00,5,yes,2.00,2,yes,2.50,2.5,2.50,yes,"A[Imamo] B[že] C[izdelan] D[projekt] E[Maribor] F[jutri]G[,] H[ki] I[je] J[bil] K[zelo] L[drago] M[plačan]N[,] O[ampak] P[s] Q[pravim] R[kriznim] S[štabom]T[,] U[ki] V[bi] W[deloval] X[na] Y[nivoju] Z[mesta]A[,] B[bi] C[se] D[ga] E[dalo] F[uresničiti]G[!] ","Imamo >obj (že <advmod izdelan <amod projekt >nmod (Maribor >advmod jutri) >acl (, <punct ki <mark je <aux bil <cop (zelo <advmod drago) <advmod plačan >punct , >conj (ampak <cc bi <aux se <expl dalo >xcomp ((s <case pravim <amod kriznim <amod štabom >acl (, <punct ki <mark bi <aux deloval >obl (na <case nivoju >nmod mesta) >punct ,)) <obl ga <obj uresničiti)))) >punct !",
276,ssj505.2679.9561,"Večina navzočih v dvorani je nato podprla predlog Toneta Anderliča (LDS), s katerim so na eno prihodnjih sej preložili obravnavo novele zakona o zdravstveni dejavnosti.",29,29,yes,2.54,2.5416666666666665,2.54,yes,1.63,1.629161955876264,1.63,yes,8,8,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Večina] B[navzočih] C[v] D[dvorani] E[je] F[nato] G[podprla] H[predlog] I[Toneta] J[Anderliča] K[(]L[LDS]M[)]N[,] O[s] P[katerim] Q[so] R[na] S[eno] T[prihodnjih] U[sej] V[preložili] W[obravnavo] X[novele] Y[zakona] Z[o] A[zdravstveni] B[dejavnosti]C[.] ","(Večina >amod (navzočih >nmod (v <case dvorani))) <nsubj je <aux nato <advmod podprla >obj (predlog >nmod (Toneta >flat Anderliča >appos (( <punct LDS >punct ))) >acl (, <punct (s <case katerim) <obl so <aux (na <case eno <nummod prihodnjih <amod sej) <obl preložili >obj (obravnavo >nmod (novele >nmod (zakona >nmod (o <case zdravstveni <amod dejavnosti)))))) >punct .",
277,ssj505.2679.9562,"Predložitvi je že na seji nasprotoval minister za zdravstvo Dušan Keber, ki prav tako prihaja iz vrst LDS.",20,20,yes,2.12,2.1176470588235294,2.12,yes,1.56,1.5621808122422416,1.56,yes,6,6,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Predložitvi] B[je] C[že] D[na] E[seji] F[nasprotoval] G[minister] H[za] I[zdravstvo] J[Dušan] K[Keber]L[,] M[ki] N[prav] O[tako] P[prihaja] Q[iz] R[vrst] S[LDS]T[.] ","Predložitvi <obj je <aux (že <advmod na <case seji) <obl nasprotoval >nsubj (minister >nmod (za <case zdravstvo) >nmod (Dušan >flat Keber >acl (, <punct ki <mark (prav <advmod tako) <advmod prihaja >obl (iz <case vrst >nmod LDS)))) >punct .",
278,ssj505.2680.9563,"Če bo ustava spremenjena, bi bilo zagotovo preprosteje dosledneje povzeti nemško ureditev kot pa v ustavi povsem na novo urediti poglavje o vladi",24,24,yes,2.68,2.6818181818181817,2.68,yes,1.53,1.5319813106594111,1.53,yes,6,6,yes,4.00,4,yes,1.00,1,yes,4.00,4.0,4.00,yes,"A[Če] B[bo] C[ustava] D[spremenjena]E[,] F[bi] G[bilo] H[zagotovo] I[preprosteje] J[dosledneje] K[povzeti] L[nemško] M[ureditev] N[kot] O[pa] P[v] Q[ustavi] R[povsem] S[na] T[novo] U[urediti] V[poglavje] W[o] X[vladi] ","(Če <mark bo <cop ustava <nsubj spremenjena >punct ,) <advcl bi <aux bilo >advmod zagotovo >advmod (preprosteje >advcl (kot <mark pa <advmod (v <case ustavi) <obl (povsem <advmod na <case novo) <obl urediti >obj (poglavje >nmod (o <case vladi)))) >csubj (dosledneje <advmod povzeti >obj (nemško <amod ureditev))",
279,ssj506.2681.9564,"Ljudi pogosto ocenjujemo na podlagi prvega vtisa, pri katerem igra pomembno vlogo tudi barva las.",17,17,yes,1.71,1.7142857142857142,1.71,yes,1.33,1.3298383084089973,1.33,yes,6,6,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Ljudi] B[pogosto] C[ocenjujemo] D[na] E[podlagi] F[prvega] G[vtisa]H[,] I[pri] J[katerem] K[igra] L[pomembno] M[vlogo] N[tudi] O[barva] P[las]Q[.] ","Ljudi <obj pogosto <advmod ocenjujemo >obl (na <case podlagi >nmod (prvega <amod vtisa >acl (, <punct (pri <case katerem) <obl igra >obj (pomembno <amod vlogo) >nsubj (tudi <advmod barva >nmod las)))) >punct .",
280,ssj506.2681.9565,In kaj lahko iz nje razberemo?,7,7,yes,2.80,2.8,2.80,yes,0.67,0.6709792736499196,0.67,yes,3,3,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[In] B[kaj] C[lahko] D[iz] E[nje] F[razberemo]G[?] ,In <cc kaj <obj lahko <advmod (iz <case nje) <obl razberemo >punct ?,
281,ssj506.2681.9566,Berite dalje!,3,3,yes,1.00,1.0,1.00,yes,0.00,0.0,0.00,yes,2,2,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Berite] B[dalje]C[!] ,Berite >advmod dalje >punct !,
282,ssj506.2682.9567,"Kaspofungin, inovativno protiglivično zdravilo, je rezultat skoraj petnajstletnih raziskav, ki so sledile odkritju naravne učinkovine v nekem ribniku v dolini reke Lozoye blizu Madrida.",28,28,yes,2.13,2.130434782608696,2.13,yes,1.85,1.851141796623016,1.85,yes,8,8,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Kaspofungin]B[,] C[inovativno] D[protiglivično] E[zdravilo]F[,] G[je] H[rezultat] I[skoraj] J[petnajstletnih] K[raziskav]L[,] M[ki] N[so] O[sledile] P[odkritju] Q[naravne] R[učinkovine] S[v] T[nekem] U[ribniku] V[v] W[dolini] X[reke] Y[Lozoye] Z[blizu] A[Madrida]B[.] ","(Kaspofungin >appos (, <punct inovativno <amod protiglivično <amod zdravilo >punct ,)) <nsubj je <cop rezultat >nmod ((skoraj <advmod petnajstletnih) <amod raziskav >acl (, <punct ki <mark so <aux sledile >obj (odkritju >nmod (naravne <amod učinkovine) >nmod (v <case nekem <det ribniku >nmod (v <case dolini >nmod (reke >nmod Lozoye) >nmod (blizu <case Madrida)))))) >punct .",
283,ssj506.2682.9568,"Kaspofungin je prvi v novem razredu protiglivičnih zdravil, imenovanih ehinokandini oziroma zaviralci sinteze glukana, ki so prišli na tržišče po več kot desetletju.",26,26,yes,2.00,2.0,2.00,yes,1.40,1.4016801904532676,1.40,yes,10,10,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Kaspofungin] B[je] C[prvi] D[v] E[novem] F[razredu] G[protiglivičnih] H[zdravil]I[,] J[imenovanih] K[ehinokandini] L[oziroma] M[zaviralci] N[sinteze] O[glukana]P[,] Q[ki] R[so] S[prišli] T[na] U[tržišče] V[po] W[več] X[kot] Y[desetletju]Z[.] ","Kaspofungin <nsubj je <cop prvi >obl (v <case novem <amod razredu >nmod (protiglivičnih <amod zdravil >amod (, <punct imenovanih >obl (ehinokandini >conj (oziroma <cc zaviralci >nmod (sinteze >nmod glukana) >acl (, <punct ki <mark so <aux prišli >obl (na <case tržišče) >obl (po <case (več >fixed kot) <advmod desetletju))))))) >punct .",
284,ssj506.2682.9569,"Kaspofungin se uporablja za zdravljenje invazivne aspergiloze pri bolnikih, ki niso odzivni na druga protiglivična zdravila ali jih ne prenašajo (na primer amfotericin B, lipidni pripravki amfotericina B in/ ali itrakonazol).",37,37,yes,2.63,2.6333333333333333,2.63,yes,1.28,1.2816543643602665,1.28,yes,10,10,yes,3.00,3,yes,2.00,2,yes,1.50,1.5,1.50,yes,"A[Kaspofungin] B[se] C[uporablja] D[za] E[zdravljenje] F[invazivne] G[aspergiloze] H[pri] I[bolnikih]J[,] K[ki] L[niso] M[odzivni] N[na] O[druga] P[protiglivična] Q[zdravila] R[ali] S[jih] T[ne] U[prenašajo] V[(]W[na] X[primer] Y[amfotericin] Z[B]A[,] B[lipidni] C[pripravki] D[amfotericina] E[B] F[in]G[/] H[ali] I[itrakonazol]J[)]K[.] ","Kaspofungin <nsubj se <expl uporablja >obl (za <case zdravljenje >nmod (invazivne <amod aspergiloze) >nmod (pri <case bolnikih >acl (, <punct ki <mark niso <cop odzivni >obl (na <case druga <amod protiglivična <amod zdravila >appos (( <punct (na >fixed primer) <cc amfotericin >nmod B >conj (, <punct lipidni <amod pripravki >nmod (amfotericina >nmod B)) >conj ((in >conj (/ <punct ali)) <cc itrakonazol) >punct ))) >conj (ali <cc jih <obj ne <advmod prenašajo)))) >punct .",
285,ssj506.2682.9570,Registriran je tudi za zdravljenje invazivne kandidiaze pri odraslih in za izkustveno zdravljenje domnevnih glivičnih okužb (na primer s kandido ali aspergilusom) pri odraslih bolnikih z vročino in nevtropenijo.,32,32,yes,2.57,2.5714285714285716,2.57,yes,0.72,0.7216406462467505,0.72,yes,7,7,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Registriran] B[je] C[tudi] D[za] E[zdravljenje] F[invazivne] G[kandidiaze] H[pri] I[odraslih] J[in] K[za] L[izkustveno] M[zdravljenje] N[domnevnih] O[glivičnih] P[okužb] Q[(]R[na] S[primer] T[s] U[kandido] V[ali] W[aspergilusom]X[)] Y[pri] Z[odraslih] A[bolnikih] B[z] C[vročino] D[in] E[nevtropenijo]F[.] ,Registriran >cop je >obl (tudi <advmod za <case zdravljenje >nmod (invazivne <amod kandidiaze) >nmod (pri <case odraslih) >conj (in <cc za <case izkustveno <amod zdravljenje >nmod (domnevnih <amod glivičnih <amod okužb >appos (( <punct (na >fixed primer) <cc s <case kandido >conj (ali <cc aspergilusom) >punct ))) >nmod (pri <case odraslih <amod bolnikih >nmod (z <case vročino >conj (in <cc nevtropenijo))))) >punct .,
286,ssj506.2683.9571,"Juhe teknejo, če jih serviramo vroče ali pa tudi hladne.",12,12,yes,2.56,2.5555555555555554,2.56,yes,0.51,0.5069162403551519,0.51,yes,5,5,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Juhe] B[teknejo]C[,] D[če] E[jih] F[serviramo] G[vroče] H[ali] I[pa] J[tudi] K[hladne]L[.] ","Juhe <nsubj teknejo >advcl (, <punct če <mark jih <obj serviramo >advcl (vroče >conj (ali <cc hladne)) >advmod pa >advmod tudi) >punct .",
287,ssj506.2683.9572,"Kadar je zunaj mraz, lahko vroča juha izzove prijetne občutke vsem, tudi tistim, ki se prehranjujejo v naglici.",22,22,yes,2.12,2.1176470588235294,2.12,yes,1.76,1.7649133662963237,1.76,yes,6,6,yes,3.00,3,yes,1.00,1,yes,3.00,3.0,3.00,yes,"A[Kadar] B[je] C[zunaj] D[mraz]E[,] F[lahko] G[vroča] H[juha] I[izzove] J[prijetne] K[občutke] L[vsem]M[,] N[tudi] O[tistim]P[,] Q[ki] R[se] S[prehranjujejo] T[v] U[naglici]V[.] ","(Kadar <mark je >advmod zunaj >nsubj mraz >punct ,) <advcl lahko <advmod (vroča <amod juha) <nsubj izzove >obj (prijetne <amod občutke) >iobj (vsem >appos (, <punct tudi <advmod tistim >acl (, <punct ki <mark se <expl prehranjujejo >obl (v <case naglici)))) >punct .",
288,ssj506.2683.9573,"Splošno je znano, da lahko isto jed, če jo zaužijemo pri sobni temperaturi, pojemo v veliko večji količini, kot če jo pojemo vročo.",28,28,yes,3.91,3.909090909090909,3.91,yes,0.73,0.7315225281180209,0.73,yes,7,7,yes,4.00,4,yes,1.00,1,yes,4.00,4.0,4.00,yes,"A[Splošno] B[je] C[znano]D[,] E[da] F[lahko] G[isto] H[jed]I[,] J[če] K[jo] L[zaužijemo] M[pri] N[sobni] O[temperaturi]P[,] Q[pojemo] R[v] S[veliko] T[večji] U[količini]V[,] W[kot] X[če] Y[jo] Z[pojemo] A[vročo]B[.] ","Splošno <advmod je <cop znano >csubj (, <punct da <mark lahko <advmod (isto <det jed) <obj (, <punct če <mark jo <obj zaužijemo >obl (pri <case sobni <amod temperaturi) >punct ,) <advcl pojemo >obl (v <case veliko <det (večji >advcl (, <punct (kot >fixed če) <mark jo <obj pojemo >advcl vročo)) <amod količini)) >punct .",
289,ssj506.2684.9574,"Za zmanjšanje izgube vitaminov, občutljivih na vročino, kuhajte juhe v ekonom loncu.",15,15,yes,2.18,2.1818181818181817,2.18,yes,1.57,1.5700816253466332,1.57,yes,7,7,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[Za] B[zmanjšanje] C[izgube] D[vitaminov]E[,] F[občutljivih] G[na] H[vročino]I[,] J[kuhajte] K[juhe] L[v] M[ekonom] N[loncu]O[.] ","(Za <case zmanjšanje >nmod (izgube >nmod (vitaminov >amod (, <punct občutljivih >nmod (na <case vročino) >punct ,)))) <obl kuhajte >obj juhe >obl (v <case ekonom <nmod loncu) >punct .",
290,ssj506.2685.9575,Kaj menijo strokovnjaki?,4,4,yes,1.00,1.0,1.00,yes,0.69,0.6931471805599453,0.69,yes,2,2,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Kaj] B[menijo] C[strokovnjaki]D[?] ,Kaj <obj menijo >nsubj strokovnjaki >punct ?,
291,ssj506.2685.9576,Redni in uravnoteženi obroki ohranjajo vašo težo stabilno.,9,9,yes,1.86,1.8571428571428572,1.86,yes,1.16,1.1586348223384833,1.16,yes,5,5,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Redni] B[in] C[uravnoteženi] D[obroki] E[ohranjajo] F[vašo] G[težo] H[stabilno]I[.] ,((Redni >conj (in <cc uravnoteženi)) <amod obroki) <nsubj ohranjajo >obj (vašo <det težo) >xcomp stabilno >punct .,
292,ssj506.2685.9577,Tudi tukaj lahko potiskanje lakote privede do basanja kasneje.,10,10,yes,2.12,2.125,2.12,yes,1.18,1.1818287030775654,1.18,yes,3,3,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Tudi] B[tukaj] C[lahko] D[potiskanje] E[lakote] F[privede] G[do] H[basanja] I[kasneje]J[.] ,(Tudi <advmod tukaj) <advmod lahko <advmod (potiskanje >nmod lakote) <nsubj privede >obl (do <case basanja) >advmod kasneje >punct .,
293,ssj506.2686.9578,• Prepoznajte svojo sitost.,5,5,yes,1.50,1.5,1.50,yes,0.29,0.2876820724517809,0.29,yes,3,3,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[•] B[Prepoznajte] C[svojo] D[sitost]E[.] ,• <punct Prepoznajte >obj (svojo <det sitost) >punct .,
294,ssj506.2686.9579,"To se pravi, da veste, kdaj bi lahko še jedli, vendar ste prijetno siti, tako da lahko nehate jesti.",24,24,yes,2.78,2.7777777777777777,2.78,yes,0.97,0.9728407757501558,0.97,yes,6,6,yes,6.00,6,yes,3.00,3,yes,2.00,2.0,2.00,yes,"A[To] B[se] C[pravi]D[,] E[da] F[veste]G[,] H[kdaj] I[bi] J[lahko] K[še] L[jedli]M[,] N[vendar] O[ste] P[prijetno] Q[siti]R[,] S[tako] T[da] U[lahko] V[nehate] W[jesti]X[.] ","To <nsubj se <expl pravi >ccomp (, <punct da <mark veste >ccomp (, <punct kdaj <mark bi <aux lahko <advmod še <advmod jedli >conj (, <punct vendar <cc ste <cop prijetno <advmod siti) >conj (, <punct (tako >fixed da) <cc lahko <advmod nehate >xcomp jesti))) >punct .",
295,ssj506.2687.9580,"Nič ne de, vsi jemo prigrizke.",8,8,yes,1.60,1.6,1.60,yes,0.88,0.8840214713053695,0.88,yes,3,3,yes,2.00,2,yes,2.00,2,yes,1.00,1.0,1.00,yes,"A[Nič] B[ne] C[de]D[,] E[vsi] F[jemo] G[prigrizke]H[.] ","Nič <nsubj ne <advmod de >parataxis (, <punct vsi <nsubj jemo >obj prigrizke) >punct .",
296,ssj506.2687.9581,Zakaj ne bi za prigrizek pojedli kaj koristnega in ne vedno le mastnega čipsa.,15,15,yes,2.23,2.230769230769231,2.23,yes,1.38,1.3760079408198587,1.38,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Zakaj] B[ne] C[bi] D[za] E[prigrizek] F[pojedli] G[kaj] H[koristnega] I[in] J[ne] K[vedno] L[le] M[mastnega] N[čipsa]O[.] ,Zakaj <advmod ne <advmod bi <aux (za <case prigrizek) <obl pojedli >obj (kaj >amod koristnega) >conj (in <cc ne >orphan vedno >orphan (le <advmod mastnega <amod čipsa)) >punct .,
297,ssj506.2688.9582,"Potrebujemo: 1 kg belušev, 8 jajc, 80 g masla, nariban parmezan",15,15,yes,3.10,3.1,3.10,yes,0.02,0.01989043500592233,0.02,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[Potrebujemo]B[:] C[1] D[kg] E[belušev]F[,] G[8] H[jajc]I[,] J[80] K[g] L[masla]M[,] N[nariban] O[parmezan] ","Potrebujemo >obj (: <punct 1 <nummod kg >nmod belušev >conj (, <punct 8 <nummod jajc) >conj (, <punct 80 <nummod g >nmod masla) >conj (, <punct nariban <amod parmezan))",
298,ssj506.2689.9583,"Pomembno pa je poudariti, da zaščita pred neželeno zanositvijo ni zaščita pred spolno nalezljivimi boleznimi, zato ob partnerju, ki ga slabo poznate, za lastno zaščito uporabite metodo, ki je v svetu poznana kot Double Dutch: poleg hormonske kontracepcije se zaščitite tudi s kondom in bodite dosledne.",53,53,yes,3.47,3.466666666666667,3.47,yes,0.66,0.6601377274059426,0.66,yes,8,8,yes,8.00,8,yes,4.00,4,yes,2.00,2.0,2.00,yes,"A[Pomembno] B[pa] C[je] D[poudariti]E[,] F[da] G[zaščita] H[pred] I[neželeno] J[zanositvijo] K[ni] L[zaščita] M[pred] N[spolno] O[nalezljivimi] P[boleznimi]Q[,] R[zato] S[ob] T[partnerju]U[,] V[ki] W[ga] X[slabo] Y[poznate]Z[,] A[za] B[lastno] C[zaščito] D[uporabite] E[metodo]F[,] G[ki] H[je] I[v] J[svetu] K[poznana] L[kot] M[Double] N[Dutch]O[:] P[poleg] Q[hormonske] R[kontracepcije] S[se] T[zaščitite] U[tudi] V[s] W[kondom] X[in] Y[bodite] Z[dosledne]A[.] ","Pomembno >advmod pa >cop je >csubj (poudariti >ccomp (, <punct da <mark (zaščita >nmod (pred <case neželeno <amod zanositvijo)) <nsubj ni <cop zaščita >nmod (pred <case (spolno <advmod nalezljivimi) <amod boleznimi) >conj (, <punct zato <cc (ob <case partnerju >acl (, <punct ki <mark ga <obj slabo <advmod poznate >punct ,)) <obl (za <case lastno <amod zaščito) <obl uporabite >obj (metodo >acl (, <punct ki <mark je <cop (v <case svetu) <obl poznana >obl (kot <case Double <nmod Dutch))) >parataxis (: <punct (poleg <case hormonske <amod kontracepcije) <obl se <obj zaščitite >obl (tudi <advmod s <case kondom) >conj (in <cc bodite <cop dosledne))))) >punct .",
