Tree	Absolute frequency	Relative frequency	Order	Number of nodes	Head node	Example	MDD	NDD	Max depth	N clauses	N T-units	Clauses/T-unit
(Nad <case vsem <det tem) <obl pa <advmod naj <advmod bo >nsubj (ljubezen >acl (, <punct ki <mark je <cop vez >nmod popolnosti)) >punct ” >parataxis (( <punct Kol >nummod 3 >appos (, <punct 12 >conj (- <punct 14)) >punct )) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUV	22	bo	A[Nad] B[vsem] C[tem] D[pa] E[naj] F[bo] G[ljubezen]H[,] I[ki] J[je] K[vez] L[popolnosti]M[”] N[(]O[Kol] P[3]Q[,] R[12]S[-]T[14]U[)]V[.] 	2.36	1.36	5	2.00	1.00	2.00
(Nadaljnje <amod preiskave >acl (, <punct kot <mark so <cop preiskava >nmod krvi >conj (, <punct rentgensko <amod slikanje) >conj (in <cc bakterijske <amod kulture) >punct ,)) <nsubj navadno <advmod niso <cop potrebne >punct .	1	4.6	ABCDEFGHIJKLMNOPQR	18	potrebne	A[Nadaljnje] B[preiskave]C[,] D[kot] E[so] F[preiskava] G[krvi]H[,] I[rentgensko] J[slikanje] K[in] L[bakterijske] M[kulture]N[,] O[navadno] P[niso] Q[potrebne]R[.] 	3.23	1.53	5	2.00	1.00	2.00
(Nadaljnjih <amod (7 >conj (do <case 14)) <nummod dni) <obl opazujemo >ccomp (, <punct ali <mark se <expl je <aux pojavil >nsubj (rdeč <amod kolobar >nmod (na <case telesu >conj (ali <cc na <case mestu >nmod pika)) >conj (oziroma <cc otrdel <amod tilnik >conj (in <cc bruhanje)) >appos (znak >nmod borelioze))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZA	27	opazujemo	A[Nadaljnjih] B[7] C[do] D[14] E[dni] F[opazujemo]G[,] H[ali] I[se] J[je] K[pojavil] L[rdeč] M[kolobar] N[na] O[telesu] P[ali] Q[na] R[mestu] S[pika] T[oziroma] U[otrdel] V[tilnik] W[in] X[bruhanje] Y[znak] Z[borelioze]A[.] 	2.62	1.52	6	2.00	1.00	2.00
(Nadangel >nmod Gabriel) <nsubj se <expl prikaže >iobj Mariji >conj (in <cc ji <iobj sporoči >ccomp (, <punct da <mark bo <aux rodila >obj (Božjega <amod sina))) >punct .	1	4.6	ABCDEFGHIJKLMNO	15	prikaže	A[Nadangel] B[Gabriel] C[se] D[prikaže] E[Mariji] F[in] G[ji] H[sporoči]I[,] J[da] K[bo] L[rodila] M[Božjega] N[sina]O[.] 	1.92	1.29	5	3.00	2.00	1.50
(Nadzorni <amod svet) <nsubj pa <advmod je <aux včeraj <advmod odločal >obl (tudi <advmod o <case podaljšanju >nmod (pogodbe >nmod (z <case Gorenjem >nmod trgovino)) >nmod (do <case konca >nmod leta)) >advcl (, <punct (tako >fixed da) <mark bi <aux (ta <det dobavitelj) <nsubj pripeljal >obj (še <advmod 150.000 <nummod ton >nmod premoga)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZAB	28	odločal	A[Nadzorni] B[svet] C[pa] D[je] E[včeraj] F[odločal] G[tudi] H[o] I[podaljšanju] J[pogodbe] K[z] L[Gorenjem] M[trgovino] N[do] O[konca] P[leta]Q[,] R[tako] S[da] T[bi] U[ta] V[dobavitelj] W[pripeljal] X[še] Y[150.000] Z[ton] A[premoga]B[.] 	2.60	1.55	5	2.00	1.00	2.00
(Nagrada >acl (, <punct ki <mark jo <obj ponujava >punct ,)) <nsubj ni <cop majhna >punct .	1	4.6	ABCDEFGHI	9	majhna	A[Nagrada]B[,] C[ki] D[jo] E[ponujava]F[,] G[ni] H[majhna]I[.] 	3.00	0.75	4	2.00	1.00	2.00
(Nagrade >nmod (pri <case (ženskem >conj (in <cc moškem)) <amod smučanju)) <nsubj so <cop (v <case osnovi) <obl enake >obl (, <punct za <case razliko >nmod (od <case nekaterih <det drugih <amod športov)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQR	18	enake	A[Nagrade] B[pri] C[ženskem] D[in] E[moškem] F[smučanju] G[so] H[v] I[osnovi] J[enake]K[,] L[za] M[razliko] N[od] O[nekaterih] P[drugih] Q[športov]R[.] 	2.87	1.45	6	1.00	1.00	1.00
(Naj <advmod se <expl uzakoni >nsubj (obvezno <amod soglasje >nmod (občin >acl (, <punct kjer <mark knjižnica <nsubj deluje >punct ,) >amod (velikih >conj (in <cc malih)))) >conj (, <punct naj <advmod (za <case velike <amod občine) <obl predpišejo >obj soglasje >parataxis (, <punct manjše <nsubj pa <advmod naj <advmod se <expl zadovoljijo >obl (le <advmod z <case mnenjem >nmod (o <case kandidatih >nmod (za <case direktorje >conj (oziroma <cc direktorice) >nmod knjižnic))))) >conj (, <punct ali <advmod ((s <case tem) <det v <case zvezi) <obl sploh <advmod dati >iobj občinam >obj ((kakršno >fixed koli) <det pristojnost) >advcl (, <punct ko <mark pa <advmod imajo >nsubj te >obj (svoje <det predstavnike) >obl (že <advmod v <case svetih >nmod knjižnic) >punct ,)) >conj (in <cc podobna <amod vprašanja)) <csubj so <aux včeraj <advmod ostala >obl (še <advmod brez <case odgovora >nmod zakonodajalca) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRST	72	ostala	A[Naj] B[se] C[uzakoni] D[obvezno] E[soglasje] F[občin]G[,] H[kjer] I[knjižnica] J[deluje]K[,] L[velikih] M[in] N[malih]O[,] P[naj] Q[za] R[velike] S[občine] T[predpišejo] U[soglasje]V[,] W[manjše] X[pa] Y[naj] Z[se] A[zadovoljijo] B[le] C[z] D[mnenjem] E[o] F[kandidatih] G[za] H[direktorje] I[oziroma] J[direktorice] K[knjižnic]L[,] M[ali] N[s] O[tem] P[v] Q[zvezi] R[sploh] S[dati] T[občinam] U[kakršno] V[koli] W[pristojnost]X[,] Y[ko] Z[pa] A[imajo] B[te] C[svoje] D[predstavnike] E[že] F[v] G[svetih] H[knjižnic]I[,] J[in] K[podobna] L[vprašanja] M[so] N[včeraj] O[ostala] P[še] Q[brez] R[odgovora] S[zakonodajalca]T[.] 	4.94	2.58	9	7.00	4.00	1.75
(Najbolj <advmod priljubljen) <amod zimski <amod svetnik >cop je >nsubj Miklavž >obl (, <punct (še >fixed posebej) <advmod pri <case otrocih) >conj (, <punct saj <cc jih <obj obdaruje >parataxis (, <punct (za <case pridnost) <obl nagrajuje) >parataxis (, <punct (poredne >conj (in <cc nemarne)) <obj pa <advmod prepusti >iobj (kaznim >nmod (spremljevalcev >appos (, <punct parkeljnov))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCD	30	svetnik	A[Najbolj] B[priljubljen] C[zimski] D[svetnik] E[je] F[Miklavž]G[,] H[še] I[posebej] J[pri] K[otrocih]L[,] M[saj] N[jih] O[obdaruje]P[,] Q[za] R[pridnost] S[nagrajuje]T[,] U[poredne] V[in] W[nemarne] X[pa] Y[prepusti] Z[kaznim] A[spremljevalcev]B[,] C[parkeljnov]D[.] 	2.65	1.29	7	4.00	4.00	1.00
(Najbolj <advmod žaljiv) <xcomp se <expl ji <obj je <aux zdel >nsubj (zunanji <amod minister >appos (, <punct Lord >nmod Palmerston >punct ,) >acl (ki <mark je <aux pogosto <advmod ravnal >obl (brez <case predhodnega <amod posveta >nmod (s <case kabinetom >conj (, <punct predsednikom >nmod vlade) >conj (ali <cc s <case kraljico))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZAB	28	zdel	A[Najbolj] B[žaljiv] C[se] D[ji] E[je] F[zdel] G[zunanji] H[minister]I[,] J[Lord] K[Palmerston]L[,] M[ki] N[je] O[pogosto] P[ravnal] Q[brez] R[predhodnega] S[posveta] T[s] U[kabinetom]V[,] W[predsednikom] X[vlade] Y[ali] Z[s] A[kraljico]B[.] 	2.26	1.65	7	2.00	1.00	2.00
(Najboljši <amod atleti) <nsubj se <expl bodo <aux najprej <advmod pomerili >obl (v <case norveškem <amod Bergnu >appos (( <punct 11. <nummod junij >punct ))) >punct .	1	4.6	ABCDEFGHIJKLMN	14	pomerili	A[Najboljši] B[atleti] C[se] D[bodo] E[najprej] F[pomerili] G[v] H[norveškem] I[Bergnu] J[(]K[11.] L[junij]M[)]N[.] 	2.10	1.31	4	1.00	1.00	1.00
(Najboljši <amod košarkarski <amod klubi >nmod (v <case Sloveniji)) <nsubj pozabljajo >ccomp (, <punct da <mark je <aux praznovanje <nsubj sploh <advmod obstajalo >punct , >conj (kajti <cc drevi <advmod jih <obj čaka >nsubj (17. <nummod krog >nmod (domačega <amod prvenstva >nmod ((1. >nmod A) <nummod lige))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXY	25	pozabljajo	A[Najboljši] B[košarkarski] C[klubi] D[v] E[Sloveniji] F[pozabljajo]G[,] H[da] I[je] J[praznovanje] K[sploh] L[obstajalo]M[,] N[kajti] O[drevi] P[jih] Q[čaka] R[17.] S[krog] T[domačega] U[prvenstva] V[1.] W[A] X[lige]Y[.] 	2.29	1.59	8	3.00	2.00	1.50
(Najboljši <amod način >nmod (za <case razčlenitev >nmod (izdelka >conj (ali <cc storitve)) >nmod (za <case namene >nmod trženja))) <nsubj je <cop uporaba >nmod (sheme >nmod (navpičnega <amod trženja)) >punct .	1	4.6	ABCDEFGHIJKLMNOP	16	uporaba	A[Najboljši] B[način] C[za] D[razčlenitev] E[izdelka] F[ali] G[storitve] H[za] I[namene] J[trženja] K[je] L[uporaba] M[sheme] N[navpičnega] O[trženja]P[.] 	2.14	1.80	6	1.00	1.00	1.00
"(Najhujša <amod zagata >nmod (pri <case hrani >nmod halal)) <nsubj (( <punct poleg <case snovi >amod (, <punct pridobljenih >nmod (iz <case svinjine) >punct ,) >acl ((na <case katere) <obl (v <case sedanji <amod živilski <amod industriji) <obl naletimo >obl (na <case (povsem <advmod nepričakovanih) <amod mestih >appos (, <punct (na >fixed primer) <cc v <case ((na <case videz) <nmod povsem <advmod "" <punct nedolžnih >punct "") <amod piškotih))) >punct )) <obl je <cop način >nmod (klanja >nmod živali) >punct ."	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNO	41	način	"A[Najhujša] B[zagata] C[pri] D[hrani] E[halal] F[(]G[poleg] H[snovi]I[,] J[pridobljenih] K[iz] L[svinjine]M[,] N[na] O[katere] P[v] Q[sedanji] R[živilski] S[industriji] T[naletimo] U[na] V[povsem] W[nepričakovanih] X[mestih]Y[,] Z[na] A[primer] B[v] C[na] D[videz] E[povsem]F[""] G[nedolžnih]H[""] I[piškotih]J[)] K[je] L[način] M[klanja] N[živali]O[.] "	4.69	2.01	8	2.00	1.00	2.00
(Najine <det oči) <nsubj so <aux se <expl srečale >punct .	1	4.6	ABCDEF	6	srečale	A[Najine] B[oči] C[so] D[se] E[srečale]F[.] 	1.75	0.94	3	1.00	1.00	1.00
(Najmanj <advmod 40) <obl jih <nsubj je <aux poiskalo >obj (zdravniško <amod pomoč) >parataxis (, <punct (12 <nummod razgrajačev) <obj pa <advmod je <aux policija <nsubj aretirala) >punct .	1	4.6	ABCDEFGHIJKLMNO	15	poiskalo	A[Najmanj] B[40] C[jih] D[je] E[poiskalo] F[zdravniško] G[pomoč]H[,] I[12] J[razgrajačev] K[pa] L[je] M[policija] N[aretirala]O[.] 	2.50	1.13	4	2.00	2.00	1.00
(Najmlajši <amod sin >appos (, <punct Henrik >punct ,)) <nsubj je <aux dobil >obj denar >punct .	1	4.6	ABCDEFGHI	9	dobil	A[Najmlajši] B[sin]C[,] D[Henrik]E[,] F[je] G[dobil] H[denar]I[.] 	2.00	1.08	4	1.00	1.00	1.00
(Najnižje <amod jutranje <amod temperature) <nsubj bodo >obl (od <case 6) >obl (do <case 11) >parataxis (, <punct najvišje <amod dnevne >orphan ((od <case 18) <nmod do <case 23 <nummod stopinj >nmod Celzija)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQR	18	bodo	A[Najnižje] B[jutranje] C[temperature] D[bodo] E[od] F[6] G[do] H[11]I[,] J[najvišje] K[dnevne] L[od] M[18] N[do] O[23] P[stopinj] Q[Celzija]R[.] 	2.20	1.26	5	1.00	1.00	1.00
(Najnovejše <amod spremembe) <nsubj se <expl zvrstijo >obl (v <case 76 <nummod členih) >punct .	1	4.6	ABCDEFGH	8	zvrstijo	A[Najnovejše] B[spremembe] C[se] D[zvrstijo] E[v] F[76] G[členih]H[.] 	1.67	1.08	3	1.00	1.00	1.00
(Najpogostejši <amod vzroki >nmod zanjo) <nsubj so <cop krvavitve >nmod (med <case nosečnostjo >conj (in <cc po <case porodu)) >conj (ter <cc septična <amod stanja) >punct .	1	4.6	ABCDEFGHIJKLMN	14	krvavitve	A[Najpogostejši] B[vzroki] C[zanjo] D[so] E[krvavitve] F[med] G[nosečnostjo] H[in] I[po] J[porodu] K[ter] L[septična] M[stanja]N[.] 	2.17	1.27	4	1.00	1.00	1.00
(Najpogostejši <amod zavezniki) <nsubj so <aux postali >xcomp (socialisti >acl (, <punct ki <mark so <aux jim <iobj komunisti <nsubj prej <advmod (zaradi <case cepitve >nmod (delavskega <amod gibanja)) <obl najbolj <advmod nasprotovali)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQR	18	postali	A[Najpogostejši] B[zavezniki] C[so] D[postali] E[socialisti]F[,] G[ki] H[so] I[jim] J[komunisti] K[prej] L[zaradi] M[cepitve] N[delavskega] O[gibanja] P[najbolj] Q[nasprotovali]R[.] 	4.40	0.57	6	2.00	1.00	2.00
(Najpomembnejši <amod dosežek >nmod pogovorov) <nsubj je <cop odločitev >nmod (o <case sestavi >nmod (tekaških <amod reprezentanc >nmod (za <case poolimpijsko <amod sezono >acl (, <punct (v <case kateri) <obl je >obl (na <case sporedu) >nsubj (tudi <advmod svetovno <amod prvenstvo >nmod (v <case italijanski <amod dolini >nmod Fiemme)))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZ	26	odločitev	A[Najpomembnejši] B[dosežek] C[pogovorov] D[je] E[odločitev] F[o] G[sestavi] H[tekaških] I[reprezentanc] J[za] K[poolimpijsko] L[sezono]M[,] N[v] O[kateri] P[je] Q[na] R[sporedu] S[tudi] T[svetovno] U[prvenstvo] V[v] W[italijanski] X[dolini] Y[Fiemme]Z[.] 	1.83	1.77	8	2.00	1.00	2.00
(Najpomembnejši <amod predmeti >nmod (samostanske <amod zakladnice)) <nsubj so <cop razstavljeni >obl (v <case cerkvi >nmod (sv. <amod Dimitrija)) >punct .	1	4.6	ABCDEFGHIJK	11	razstavljeni	A[Najpomembnejši] B[predmeti] C[samostanske] D[zakladnice] E[so] F[razstavljeni] G[v] H[cerkvi] I[sv.] J[Dimitrija]K[.] 	1.67	1.48	4	1.00	1.00	1.00
(Najprej >punct ,) <discourse (na <case voljo) <obl imamo >obj (delo >nmod (Geralda >conj (in <cc Valerie >flat Mars)) >nmod (o <case kulturni <amod razvrstitvi >nmod (londonskih <amod gospodinjstev))) >punct .	1	4.6	ABCDEFGHIJKLMNOP	16	imamo	A[Najprej]B[,] C[na] D[voljo] E[imamo] F[delo] G[Geralda] H[in] I[Valerie] J[Mars] K[o] L[kulturni] M[razvrstitvi] N[londonskih] O[gospodinjstev]P[.] 	1.92	1.43	5	1.00	1.00	1.00
(Najrevnejše <amod množice >nmod Romov) <nsubj živijo >obl (na <case severovzhodu >appos (, <punct v <case okolici >nmod (Miskolca >conj (in <cc Ózda)) >punct ,)) >parataxis (nimajo >obj dela) >parataxis (, <punct (prav <advmod tako) <advmod ne <advmod kaže >ccomp (, <punct da <mark ga <obj bodo <aux (kaj <advmod kmalu) <advmod dobili >punct ,)) >parataxis ((med <case brezposelnimi) <obl bodo >obl (med <case zadnjimi >acl (, <punct ki <mark se <expl bodo <aux zaposlili))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLM	39	živijo	A[Najrevnejše] B[množice] C[Romov] D[živijo] E[na] F[severovzhodu]G[,] H[v] I[okolici] J[Miskolca] K[in] L[Ózda]M[,] N[nimajo] O[dela]P[,] Q[prav] R[tako] S[ne] T[kaže]U[,] V[da] W[ga] X[bodo] Y[kaj] Z[kmalu] A[dobili]B[,] C[med] D[brezposelnimi] E[bodo] F[med] G[zadnjimi]H[,] I[ki] J[se] K[bodo] L[zaposlili]M[.] 	3.55	1.14	6	6.00	4.00	1.50
(Najstarejša <amod mineralna <amod zrna >nmod (na <case Zemlji)) <nsubj so <cop stara >obl ((približno <advmod 4,4) <nummod milijarde >nmod let) >punct .	1	4.6	ABCDEFGHIJKL	12	stara	A[Najstarejša] B[mineralna] C[zrna] D[na] E[Zemlji] F[so] G[stara] H[približno] I[4,4] J[milijarde] K[let]L[.] 	1.70	1.59	4	1.00	1.00	1.00
(Najstarejše <amod kamnine >nmod (na <case Zemlji)) <obj najdemo >obl (v <case severnoameriškem <amod kratonu >nmod (v <case Kanadi)) >punct .	1	4.6	ABCDEFGHIJK	11	najdemo	A[Najstarejše] B[kamnine] C[na] D[Zemlji] E[najdemo] F[v] G[severnoameriškem] H[kratonu] I[v] J[Kanadi]K[.] 	1.78	1.33	4	1.00	1.00	1.00
(Najti >obj (način >acl (, <punct da <mark se <expl uravnovesite >conj (in <cc ohranjate >obj (svojo <det žensko <amod naravo >acl (, <punct ki <mark je <cop sprejemanje >conj (, <punct nežnost) >conj (in <cc sproščenost))))))) <csubj bo >advmod treba >punct .	1	4.6	ADEFGHIJKLMNOPQRSTUBCV	22	bo	A[Najti] B[bo] C[treba] D[način]E[,] F[da] G[se] H[uravnovesite] I[in] J[ohranjate] K[svojo] L[žensko] M[naravo]N[,] O[ki] P[je] Q[sprejemanje]R[,] S[nežnost] T[in] U[sproščenost]V[.] 	2.06	1.04	9	5.00	2.00	2.50
(Največ <advmod brezposelnih >nmod (na <case Apeninskem <amod polotoku)) <obj imajo >obl (v <case Neaplju) >conj (, <punct (in >fixed to) <cc kar <advmod 311 >flat tisoč) >punct .	1	4.6	ABCDEFGHIJKLMNO	15	imajo	A[Največ] B[brezposelnih] C[na] D[Apeninskem] E[polotoku] F[imajo] G[v] H[Neaplju]I[,] J[in] K[to] L[kar] M[311] N[tisoč]O[.] 	2.25	1.33	4	1.00	1.00	1.00
(Največ <det električnih <amod šokov) <obj so <aux preiskovanci <nsubj zadali >obl (pri <case temperaturah >nmod (med <case 33 <nummod ° >nmod C) >nmod (do <case 35 <nummod ° >nmod C)) >advcl (, <punct ko <mark so <aux jih <obj sprožali >obl (tudi <advmod povsem <advmod brez <case razloga)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZ	26	zadali	A[Največ] B[električnih] C[šokov] D[so] E[preiskovanci] F[zadali] G[pri] H[temperaturah] I[med] J[33] K[°]L[C] M[do] N[35] O[°]P[C]Q[,] R[ko] S[so] T[jih] U[sprožali] V[tudi] W[povsem] X[brez] Y[razloga]Z[.] 	2.65	1.49	4	2.00	1.00	2.00
(Največ <det kalorij) <obj ima >nsubj (bela <amod čokolada) >punct .	1	4.6	ABCDEF	6	ima	A[Največ] B[kalorij] C[ima] D[bela] E[čokolada]F[.] 	1.25	1.02	3	1.00	1.00	1.00
(Največ <det ovir) <obj bomo <cop (pri <case vsej <det zgodbi) <obl deležni >obl (od <case nas >amod samih >conj (, <punct naše <det lastne <amod neodločnosti) >conj (, <punct nezmožnosti >nmod (izpeljave >nmod (korenitih <amod reform >acl (, <punct ki <mark so >obl (pred <case nami) >conj (in <cc (s <case katerimi) <obl (po <case mojem <det mnenju) <obl odlašamo)))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEF	32	deležni	A[Največ] B[ovir] C[bomo] D[pri] E[vsej] F[zgodbi] G[deležni] H[od] I[nas] J[samih]K[,] L[naše] M[lastne] N[neodločnosti]O[,] P[nezmožnosti] Q[izpeljave] R[korenitih] S[reform]T[,] U[ki] V[so] W[pred] X[nami] Y[in] Z[s] A[katerimi] B[po] C[mojem] D[mnenju] E[odlašamo]F[.] 	2.52	1.70	9	3.00	2.00	1.50
(Največja <amod klubska <amod uspeha >nmod (Nea >flat Salamisa)) <nsubj sta <cop zmagi >nmod (na <case Ciprskem <amod pokalu >conj (in <cc Ciprskem <amod superpokalu)) >nmod (leta >nummod 1990) >punct .	1	4.6	ABCDEFGHIJKLMNOP	16	zmagi	A[Največja] B[klubska] C[uspeha] D[Nea] E[Salamisa] F[sta] G[zmagi] H[na] I[Ciprskem] J[pokalu] K[in] L[Ciprskem] M[superpokalu] N[leta] O[1990]P[.] 	2.14	1.53	4	1.00	1.00	1.00
(Največja <amod piramida >nmod (po <case prostornini)) <nsubj je <cop Velika <amod piramida >nmod (v <case Choluli >appos (, <punct v <case mehiški <amod državi >nmod Puebla)) >punct .	1	4.6	ABCDEFGHIJKLMNO	15	piramida	A[Največja] B[piramida] C[po] D[prostornini] E[je] F[Velika] G[piramida] H[v] I[Choluli]J[,] K[v] L[mehiški] M[državi] N[Puebla]O[.] 	1.92	1.56	4	1.00	1.00	1.00
"(Največja <amod privlačnost >nmod (za <case obiskovalce >nmod (razkošnih <amod poslopij >nmod (nekdanje <amod železniške <amod postaje >conj (in <cc hotela >nmod (iz <case obdobja >nmod ("" <punct belle >nmod epoque >punct "")))) >acl (, <punct ki <mark so <aux ju <obj (za <case 400 <nummod milijonov >nmod mark) <obl preuredili >obl (v <case muzej) >punct ,)))) <nsubj je <cop vsekakor <advmod zbirka >nmod (impresionistov >acl (, <punct (med <case katerimi) <obl so >nsubj (tudi <advmod Auguste >flat Renoir >conj (, <punct Claude >flat Monet) >conj (in <cc Edouard >flat Manet)))) >punct ."	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTU	47	zbirka	"A[Največja] B[privlačnost] C[za] D[obiskovalce] E[razkošnih] F[poslopij] G[nekdanje] H[železniške] I[postaje] J[in] K[hotela] L[iz] M[obdobja] N[""]O[belle] P[epoque]Q[""]R[,] S[ki] T[so] U[ju] V[za] W[400] X[milijonov] Y[mark] Z[preuredili] A[v] B[muzej]C[,] D[je] E[vsekakor] F[zbirka] G[impresionistov]H[,] I[med] J[katerimi] K[so] L[tudi] M[Auguste] N[Renoir]O[,] P[Claude] Q[Monet] R[in] S[Edouard] T[Manet]U[.] "	3.21	2.40	9	3.00	1.00	3.00
(Največje <amod prijetno <amod presenečenje >nmod (v <case črni <amod sredi >nmod (velikih <amod zvezdnikov))) <obj pa <advmod je <aux pripravil >nsubj (mladi <amod Nemec >flat Nils >flat Schumann >acl (, <punct ki <mark je <aux (v <case teku >nmod (na <case 800 <nummod m)) <obl presenetil >obj Kipketerja)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZ	26	pripravil	A[Največje] B[prijetno] C[presenečenje] D[v] E[črni] F[sredi] G[velikih] H[zvezdnikov] I[pa] J[je] K[pripravil] L[mladi] M[Nemec] N[Nils] O[Schumann]P[,] Q[ki] R[je] S[v] T[teku] U[na] V[800] W[m] X[presenetil] Y[Kipketerja]Z[.] 	2.83	1.73	6	2.00	1.00	2.00
(Največje <amod razočaranje) <nsubj je <aux bilo <cop pomanjkanje >nmod (zanimanja >nmod (za <case zakonsko <amod zajezitev >nmod (reke >nmod prišlekov))) >parataxis (, <punct kar <obj sta <aux predlagala >nsubj (Tony >flat Blair >conj (in <cc Jose >flat Maria >flat Aznar))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUV	22	pomanjkanje	A[Največje] B[razočaranje] C[je] D[bilo] E[pomanjkanje] F[zanimanja] G[za] H[zakonsko] I[zajezitev] J[reke] K[prišlekov]L[,] M[kar] N[sta] O[predlagala] P[Tony] Q[Blair] R[in] S[Jose] T[Maria] U[Aznar]V[.] 	2.00	1.58	5	2.00	2.00	1.00
(Največje <amod vozlišče >nmod (članstva >nmod F21)) <nsubj pa <advmod je >obl (v <case različnih <amod lions <nmod klubih) >punct .	1	4.6	ABCDEFGHIJK	11	je	A[Največje] B[vozlišče] C[članstva] D[F21] E[pa] F[je] G[v] H[različnih] I[lions] J[klubih]K[.] 	2.00	1.30	4	1.00	1.00	1.00
(Največji <amod delež >nmod financiranja) <nsubj je <cop namenjen >obj (hrani >conj (in <cc prehranjevanju)) >punct .	1	4.6	ABCDEFGHI	9	namenjen	A[Največji] B[delež] C[financiranja] D[je] E[namenjen] F[hrani] G[in] H[prehranjevanju]I[.] 	1.43	1.42	4	1.00	1.00	1.00
(Največji <amod korak >nmod (k <case ohranjanju >nmod (dediščine >nmod (na <case področju >nmod čebelarstva)))) <obj je <aux naredil >nsubj (Drago >flat Šalamun >nmod (iz <case Gornjega <amod Krapja >nmod (v <case Prlekiji))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQR	18	naredil	A[Največji] B[korak] C[k] D[ohranjanju] E[dediščine] F[na] G[področju] H[čebelarstva] I[je] J[naredil] K[Drago] L[Šalamun] M[iz] N[Gornjega] O[Krapja] P[v] Q[Prlekiji]R[.] 	1.88	1.91	6	1.00	1.00	1.00
(Največjo <amod pozornost) <obj posvečajo >iobj usposabljanju >punct .	1	4.6	ABCDE	5	posvečajo	A[Največjo] B[pozornost] C[posvečajo] D[usposabljanju]E[.] 	1.00	1.10	3	1.00	1.00	1.00
(Najvišja <amod koncentracija >nmod (v <case plazmi)) <nsubj je <cop dosežena >obl (po <case (1 >conj (– <punct 2)) <nummod urah) >punct .	1	4.6	ABCDEFGHIJKL	12	dosežena	A[Najvišja] B[koncentracija] C[v] D[plazmi] E[je] F[dosežena] G[po] H[1]I[–]J[2] K[urah]L[.] 	2.56	1.06	5	1.00	1.00	1.00
(Najvišja <amod ploščad >nmod (stolpa >acl (, <punct ki <mark smo <aux ga <obj (z <case malce <advmod domišljije >conj (in <cc upoštevaje >obj (našo <det ptujsko <amod tradicijo))) <obl poimenovali >obl (Korantova <amod kapa) >punct ,))) <nsubj je <cop tudi <advmod čudovito <amod razgledišče >nmod (po <case okolici) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZ	26	razgledišče	A[Najvišja] B[ploščad] C[stolpa]D[,] E[ki] F[smo] G[ga] H[z] I[malce] J[domišljije] K[in] L[upoštevaje] M[našo] N[ptujsko] O[tradicijo] P[poimenovali] Q[Korantova] R[kapa]S[,] T[je] U[tudi] V[čudovito] W[razgledišče] X[po] Y[okolici]Z[.] 	4.36	1.64	8	2.00	1.00	2.00
(Najvišji <amod državni <amod politični <amod vrh) <nsubj je <aux obljubil >ccomp (, <punct da <mark bodo <aux (družine >conj (in <cc svojci >nmod žrtev)) <nsubj dobili >obl (po <case 9240 <nummod ameriških <amod dolarjev >nmod (vladne <amod odškodnine)) >punct ,) >parataxis ((Komunistična <amod stranka >nmod Indije >acl (, <punct ki <mark ima >obj (največ <det privržencev) >obl (v <case Zahodni <amod Bengaliji) >punct ,)) <nsubj pa <advmod je <aux že <advmod pozvala >obj (državno <amod vodstvo) >obl (k <case odstopu)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOP	42	obljubil	A[Najvišji] B[državni] C[politični] D[vrh] E[je] F[obljubil]G[,] H[da] I[bodo] J[družine] K[in] L[svojci] M[žrtev] N[dobili] O[po] P[9240] Q[ameriških] R[dolarjev] S[vladne] T[odškodnine]U[,] V[Komunistična] W[stranka] X[Indije]Y[,] Z[ki] A[ima] B[največ] C[privržencev] D[v] E[Zahodni] F[Bengaliji]G[,] H[pa] I[je] J[že] K[pozvala] L[državno] M[vodstvo] N[k] O[odstopu]P[.] 	3.50	1.43	6	4.00	2.00	2.00
